Title,Director,Rating,Genre,Duration,Year
Notorious,AlfredHitchcock,7.9,"Drama,Film-Noir,Romance",102min,1946
Whos Afraid of Virginia Woolf?,MikeNichols,8,Drama,131min,1966
Gaslight,GeorgeCukor,7.8,"Crime,Drama,Mystery",114min,1944
La planète sauvage,RenéLaloux,7.7,"Animation,Science Fiction",72min,1973
Ladri di biciclette,VittorioDeSica,8.3,Drama,89min,1948
25th Hour,SpikeLee,7.6,Drama,135min,2002
Trois couleurs: Bleu,KrzysztofKieslowski,7.9,"Drama,Music,Mystery",94min,1993
The Big Heat,FritzLang,7.9,"Crime,Film-Noir,Thriller",89min,1953
Loving Vincent,"DorotaKobiela,",7.8,"Animation,Biography,Crime",94min,2017
Freaks,TodBrowning,7.9,"Drama,Horror",64min,1932
Mimi wo sumaseba,YoshifumiKondô,7.9,"Animation,Drama,Family",111min,1995
Chugyeokja,NaHong-jin,7.8,"Action,Crime,Drama",125min,2008
United 93,PaulGreengrass,7.6,"Action,Drama,History",111min,2006
Shershaah,Vishnuvardhan,8.4,"Action,Biography,Drama",135min,2021
Trois couleurs: Rouge,KrzysztofKieslowski,8.1,"Drama,Mystery,Romance",99min,1994
Perfetti sconosciuti,PaoloGenovese,7.7,"Comedy,Drama",96min,2016
Hedwig and the Angry Inch,JohnCameronMitchell,7.7,"Comedy,Drama,Music",95min,2001
The Verdict,SidneyLumet,7.7,Drama,129min,1982
The Day the Earth Stood Still,RobertWise,7.8,"Drama,Science Fiction",92min,1951
Lat sau san taam,JohnWoo,7.7,"Action,Crime,Thriller",128min,1992
Andhadhun,SriramRaghavan,8.2,"Comedy,Crime,Music",139min,2018
The Caine Mutiny,EdwardDmytryk,7.7,"Drama,War",124min,1954
The Taking of Pelham One Two Three,JosephSargent,7.6,"Action,Crime,Thriller",104min,1974
Hannah and Her Sisters,WoodyAllen,7.9,"Comedy,Drama",107min,1986
Zerkalo,AndreiTarkovsky,8,"Biography,Drama",107min,1975
The Worlds Fastest Indian,RogerDonaldson,7.8,"Biography,Drama,Sport",127min,2005
Ratsasan,RamKumar,8.3,"Crime,Drama,Mystery",170min,2018
Anatomy of a Murder,OttoPreminger,8,"Drama,Mystery",161min,1959
Smultronstället,IngmarBergman,8.1,"Drama,Romance",91min,1957
Zindagi Na Milegi Dobara,ZoyaAkhtar,8.1,"Comedy,Drama,Musical",155min,2011
Night on Earth,JimJarmusch,7.7,"Comedy,Drama",129min,1991
City Lights,CharlesChaplin,8.5,"Comedy,Drama,Romance",87min,1931
Les quatre cents coups,FrançoisTruffaut,8.1,"Crime,Drama",99min,1959
Control,AntonCorbijn,7.7,"Biography,Drama,Music",122min,2007
Touch of Evil,OrsonWelles,8,"Crime,Drama,Film-Noir",95min,1958
Un long dimanche de fiançailles,Jean-PierreJeunet,7.6,"Drama,Mystery,Romance",133min,2004
Good Bye Lenin!,WolfgangBecker,7.7,"Comedy,Drama,Romance",121min,2003
Invasion of the Body Snatchers,DonSiegel,7.7,"Drama,Horror,Science Fiction",80min,1956
Secrets & Lies,MikeLeigh,8,"Comedy,Drama",136min,1996
Ikiru,AkiraKurosawa,8.3,Drama,143min,1952
La double vie de Véronique,KrzysztofKieslowski,7.7,"Drama,Fantasy,Music",98min,1991
The African Queen,JohnHuston,7.7,"Adventure,Drama,Romance",105min,1951
The Killing,StanleyKubrick,8,"Crime,Drama,Film-Noir",84min,1956
Mou gaan dou,"AndrewLau,",8,"Action,Crime,Drama",101min,2002
Cat on a Hot Tin Roof,RichardBrooks,7.9,Drama,108min,1958
Pather Panchali,SatyajitRay,8.3,Drama,125min,1955
Un prophète,JacquesAudiard,7.8,"Crime,Drama",155min,2009
Todo sobre mi madre,PedroAlmodóvar,7.8,Drama,101min,1999
The Lion in Winter,AnthonyHarvey,7.9,"Biography,Drama,History",134min,1968
"Aguirre, der Zorn Gottes",WernerHerzog,7.9,"Action,Adventure,Biography",95min,1972
Z,Costa-Gavras,8.2,"Crime,Drama,Thriller",127min,1969
The Innocents,JackClayton,7.8,Horror,100min,1961
Das weiße Band - Eine deutsche Kindergeschichte,MichaelHaneke,7.8,"Drama,Mystery,Thriller",144min,2009
Fitzcarraldo,WernerHerzog,8,"Adventure,Drama",158min,1982
His Girl Friday,HowardHawks,7.8,"Comedy,Drama,Romance",92min,1940
The Adventures of Robin Hood,"MichaelCurtiz,",7.9,"Action,Adventure,Romance",102min,1938
Lilja 4-ever,LukasMoodysson,7.8,"Crime,Drama",109min,2002
Drishyam,NishikantKamat,8.2,"Crime,Drama,Mystery",163min,2015
Il conformista,BernardoBertolucci,7.9,Drama,113min,1970
The Man Who Would Be King,JohnHuston,7.8,"Adventure,History,War",129min,1975
All Quiet on the Western Front,LewisMilestone,8.1,"Drama,War",152min,1930
Le salaire de la peur,Henri-GeorgesClouzot,8.2,"Adventure,Drama,Thriller",131min,1953
Under sandet,MartinZandvliet,7.8,"Drama,History,War",100min,2015
Leviafan,AndreyZvyagintsev,7.6,"Crime,Drama",140min,2014
Lagaan: Once Upon a Time in India,AshutoshGowariker,8.1,"Drama,Musical,Sport",224min,2001
Miracle on 34th Street,GeorgeSeaton,7.9,"Comedy,Drama,Family",96min,1947
Amarcord,FedericoFellini,7.9,"Comedy,Drama",123min,1973
Arsenic and Old Lace,FrankCapra,7.9,"Comedy,Crime,Thriller",118min,1943
In Cold Blood,RichardBrooks,7.9,"Biography,Crime,Drama",134min,1967
Andrei Rublev,AndreiTarkovsky,8,"Biography,Drama,History",205min,1966
To Have and Have Not,HowardHawks,7.8,"Adventure,Comedy,Film-Noir",100min,1944
Repulsion,RomanPolanski,7.6,"Drama,Horror,Thriller",105min,1965
Il gattopardo,LuchinoVisconti,8,"Drama,History",186min,1963
Gully Boy,ZoyaAkhtar,7.9,"Drama,Music,Romance",154min,2019
Ba wang bie ji,KaigeChen,8.1,"Drama,Music,Romance",171min,1993
The Asphalt Jungle,JohnHuston,7.8,"Crime,Drama,Film-Noir",112min,1950
Song of the Sea,TommMoore,8,"Animation,Adventure,Drama",93min,2014
Le Samouraï,Jean-PierreMelville,8,"Crime,Drama",105min,1967
Ôkami kodomo no Ame to Yuki,MamoruHosoda,8.1,"Animation,Drama,Family",117min,2012
Tropa de Elite,JoséPadilha,8,"Action,Crime,Drama",115min,2007
Omoide no Mânî,HiromasaYonebayashi,7.7,"Animation,Drama,Family",103min,2014
Kaguya-hime no monogatari,IsaoTakahata,8,"Animation,Drama,Family",137min,2013
Hoje Eu Quero Voltar Sozinho,DanielRibeiro,7.9,"Drama,Romance",96min,2014
Stalag 17,BillyWilder,8,"Comedy,Drama,War",120min,1953
Dersu Uzala,AkiraKurosawa,8.2,"Adventure,Biography,Drama",142min,1975
Bride of Frankenstein,JamesWhale,7.8,"Drama,Horror,Science Fiction",75min,1935
The 39 Steps,AlfredHitchcock,7.6,"Crime,Mystery,Thriller",86min,1935
Sacrifice,AndreiTarkovsky,7.9,Drama,149min,1986
The Kid,CharlesChaplin,8.3,"Comedy,Drama,Family",68min,1921
"I, Daniel Blake",KenLoach,7.8,Drama,100min,2016
Asuran,Vetrimaaran,8.5,"Action,Drama",141min,2019
Gegen die Wand,FatihAkin,7.9,"Drama,Romance",121min,2004
Les parapluies de Cherbourg,JacquesDemy,7.8,"Drama,Musical,Romance",91min,1964
My Name Is Khan,KaranJohar,7.9,"Drama,Romance",165min,2010
Key Largo,JohnHuston,7.7,"Action,Crime,Drama",100min,1948
Tôkyô monogatari,YasujirôOzu,8.2,Drama,136min,1953
Laura,OttoPreminger,7.9,"Drama,Film-Noir,Mystery",88min,1944
Forushande,AsgharFarhadi,7.7,Drama,124min,2016
Le Petit Prince,MarkOsborne,7.7,"Animation,Adventure,Drama",108min,2015
Philomena,StephenFrears,7.6,"Biography,Comedy,Drama",98min,2013
Le scaphandre et le papillon,JulianSchnabel,8,"Biography,Drama",112min,2007
Shadow of a Doubt,AlfredHitchcock,7.8,"Film-Noir,Thriller",108min,1943
The Red Shoes,"MichaelPowell,",8.1,"Drama,Music,Romance",135min,1948
Mr. Smith Goes to Washington,FrankCapra,8.1,"Comedy,Drama",129min,1939
The Lost Weekend,BillyWilder,7.9,"Drama,Film-Noir",101min,1945
Batman: Mask of the Phantasm,"KevinAltieri,",7.8,"Animation,Action,Adventure",76min,1993
The Message,MoustaphaAkkad,8.1,"Biography,Drama,History",177min,1976
Article 15,AnubhavSinha,8.2,"Crime,Drama,Mystery",130min,2019
Mildred Pierce,MichaelCurtiz,8,"Crime,Drama,Film-Noir",111min,1945
Mar adentro,AlejandroAmenábar,8,"Biography,Drama",126min,2004
Red River,"HowardHawks,",7.8,"Drama,Western",133min,1948
Jûbê ninpûchô,YoshiakiKawajiri,7.8,"Animation,Action,Adventure",94min,1993
Underground,EmirKusturica,8.1,"Comedy,Drama,Fantasy",170min,1995
Scarface,"HowardHawks,",7.7,"Action,Crime,Drama",93min,1932
Dare mo shiranai,HirokazuKoreeda,8,Drama,141min,2004
The Lady Vanishes,AlfredHitchcock,7.8,"Mystery,Thriller",96min,1938
A Man for All Seasons,FredZinnemann,7.7,"Biography,Drama,History",120min,1966
Soorarai Pottru,SudhaKongara,8.7,Drama,153min,2020
Sweet Smell of Success,AlexanderMackendrick,8,"Drama,Film-Noir",96min,1957
Cowboy Bebop: Tengoku no tobira,ShinichirWatanabe,7.8,"Animation,Action,Crime",115min,2001
96,C.PremKumar,8.4,"Drama,Romance",158min,2018
Tam e guilass,AbbasKiarostami,7.7,Drama,95min,1997
Persepolis,"VincentParonnaud,",8,"Animation,Biography,Drama",96min,2007
Ondskan,MikaelHåfström,7.7,Drama,113min,2003
Harvey,HenryKoster,7.9,"Comedy,Drama,Fantasy",104min,1950
Frost/Nixon,RonHoward,7.7,"Biography,Drama,History",122min,2008
Das Experiment,OliverHirschbiegel,7.7,"Drama,Thriller",120min,2001
La passion de Jeanne dArc,CarlTheodorDreyer,8.2,"Biography,Drama,History",110min,1928
The Station Agent,TomMcCarthy,7.6,"Comedy,Drama",89min,2003
The General,"ClydeBruckman,",8.2,"Action,Adventure,Comedy",67min,1926
Kakushi-toride no san-akunin,AkiraKurosawa,8.1,"Action,Adventure,Drama",139min,1958
Shine,ScottHicks,7.7,"Biography,Drama,Music",105min,1996
Yeopgijeogin geunyeo,Jae-youngKwak,8,"Comedy,Drama,Romance",137min,2001
Wait Until Dark,TerenceYoung,7.7,Thriller,108min,1967
The Invisible Man,JamesWhale,7.6,"Horror,Science Fiction",71min,1933
La Strada,FedericoFellini,8,Drama,108min,1954
Efter brylluppet,SusanneBier,7.7,Drama,120min,2006
Nostalgia,AndreiTarkovsky,8,Drama,125min,1983
The Lunchbox,RiteshBatra,7.8,"Drama,Romance",104min,2013
Kokuhaku,TetsuyaNakashima,7.7,"Drama,Thriller",106min,2010
In a Lonely Place,NicholasRay,7.9,"Drama,Film-Noir,Mystery",94min,1950
Super 30,VikasBahl,7.9,"Biography,Drama",154min,2019
Toki o kakeru shôjo,MamoruHosoda,7.7,"Animation,Adventure,Comedy",98min,2006
The Broken Circle Breakdown,FelixvanGroeningen,7.7,"Drama,Music,Romance",111min,2012
Il postino,"MichaelRadford,",7.7,"Biography,Comedy,Drama",108min,1994
Peeping Tom,MichaelPowell,7.6,"Drama,Horror,Thriller",101min,1960
Brief Encounter,DavidLean,8,"Drama,Romance",86min,1945
Kis Uykusu,NuriBilgeCeylan,8,Drama,196min,2014
Sunrise: A Song of Two Humans,F.W.Murnau,8.1,"Drama,Romance",94min,1927
La battaglia di Algeri,GilloPontecorvo,8.1,"Drama,War",121min,1966
Bringing Up Baby,HowardHawks,7.8,Comedy,102min,1938
Bronenosets Potemkin,SergeiEisenstein,8,"Drama,History,Thriller",75min,1925
Les yeux sans visage,GeorgesFranju,7.6,"Drama,Horror",90min,1960
"Crna macka, beli macor",EmirKusturica,8,"Comedy,Crime,Romance",127min,1998
Hiroshima mon amour,AlainResnais,7.9,"Drama,Romance",90min,1959
Les choristes,ChristopheBarratier,7.8,"Comedy,Drama,Music",97min,2004
Bom yeoreum gaeul gyeoul geurigo bom,KimKi-duk,8,"Drama,Romance",103min,2003
Down by Law,JimJarmusch,7.7,"Comedy,Crime,Drama",107min,1986
Kumonosu-jô,AkiraKurosawa,8.1,"Drama,History",110min,1957
Sleuth,JosephL.Mankiewicz,8,"Mystery,Thriller",138min,1972
Dip huet seung hung,JohnWoo,7.8,"Action,Crime,Drama",111min,1989
Le charme discret de la bourgeoisie,LuisBuñuel,7.8,Comedy,102min,1972
Gongdong gyeongbi guyeok JSA,ParkChan-wook,7.8,"Action,Drama,Thriller",110min,2000
Darbareye Elly,"AsgharFarhadi,",7.9,"Drama,Mystery",119min,2009
You Cant Take It with You,FrankCapra,7.8,"Comedy,Drama,Romance",126min,1938
The Purple Rose of Cairo,WoodyAllen,7.7,"Comedy,Fantasy,Romance",82min,1985
Viskningar och rop,IngmarBergman,8,Drama,91min,1972
The Gold Rush,CharlesChaplin,8.2,"Adventure,Comedy,Drama",95min,1925
Les diaboliques,Henri-GeorgesClouzot,8.1,"Crime,Drama,Horror",117min,1955
Vozvrashchenie,AndreyZvyagintsev,7.9,Drama,110min,2003
Ace in the Hole,BillyWilder,8.1,"Drama,Film-Noir",111min,1951
Kagemusha,AkiraKurosawa,7.9,"Drama,History,War",180min,1980
The Shop Around the Corner,ErnstLubitsch,8.1,"Comedy,Drama,Romance",99min,1940
Babam ve Oglum,CaganIrmak,8.2,"Drama,Family",112min,2005
Vivre sa vie: Film en douze tableaux,Jean-LucGodard,7.9,Drama,80min,1962
Jungfrukällan,IngmarBergman,8.1,Drama,89min,1960
Inherit the Wind,StanleyKramer,8.1,"Biography,Drama,History",128min,1960
Les triplettes de Belleville,SylvainChomet,7.7,"Animation,Comedy,Drama",80min,2003
Jules et Jim,FrançoisTruffaut,7.7,"Drama,Romance",105min,1962
Ivanovo detstvo,"AndreiTarkovsky,",8,"Drama,War",95min,1962
Padman,R.Balki,7.9,"Biography,Comedy,Drama",140min,2018
Uri: The Surgical Strike,AdityaDhar,8.2,"Action,Drama,History",138min,2019
Chhichhore,NiteshTiwari,8.2,"Comedy,Drama,Romance",143min,2019
Dil Chahta Hai,FarhanAkhtar,8.1,"Comedy,Drama,Romance",183min,2001
Okuribito,YôjirôTakita,8,"Drama,Music",130min,2008
G.O.R.A.,ÖmerFarukSorak,8,"Adventure,Comedy,Science Fiction",127min,2004
Adams æbler,AndersThomasJensen,7.7,"Comedy,Crime,Drama",94min,2005
Jab We Met,ImtiazAli,7.9,"Comedy,Drama,Romance",138min,2007
Celda 211,DanielMonzón,7.6,"Action,Crime,Drama",113min,2009
Lavventura,MichelangeloAntonioni,7.8,"Drama,Mystery,Romance",144min,1960
Au revoir les enfants,LouisMalle,8,"Drama,War",104min,1987
Le passé,AsgharFarhadi,7.7,"Drama,Mystery",130min,2013
Knockin on Heavens Door,ThomasJahn,7.9,"Action,Crime,Comedy",87min,1997
Badhaai ho,AmitRavindernathSharma,8,"Comedy,Drama",124min,2018
Masaan,NeerajGhaywan,8.1,Drama,109min,2015
Tôkyô goddofâzâzu,SatoshiKon,7.8,"Animation,Adventure,Comedy",90min,2003
Sennen joyû,SatoshiKon,7.8,"Animation,Drama,Fantasy",87min,2001
Kind Hearts and Coronets,RobertHamer,8,"Comedy,Crime",106min,1949
Sherlock Jr.,BusterKeaton,8.2,"Action,Comedy,Romance",45min,1924
Da hong deng long gao gao gua,YimouZhang,8.1,"Drama,History,Romance",125min,1991
In America,JimSheridan,7.7,Drama,105min,2002
Bin-jip,KimKi-duk,7.9,"Crime,Drama,Romance",88min,2004
Höstsonaten,IngmarBergman,8.1,"Drama,Music",99min,1978
Dilwale Dulhania Le Jayenge,AdityaChopra,8,"Drama,Romance",189min,1995
Crimes and Misdemeanors,WoodyAllen,7.8,"Comedy,Drama",104min,1989
Love and Death,WoodyAllen,7.7,"Comedy,War",85min,1975
Le notti di Cabiria,FedericoFellini,8.1,Drama,110min,1957
La belle et la bête,"JeanCocteau,",7.9,"Drama,Fantasy,Romance",96min,1946
Du rififi chez les hommes,JulesDassin,8.1,"Crime,Drama,Thriller",118min,1955
El ángel exterminador,LuisBuñuel,8,"Drama,Fantasy",95min,1962
Yume,"AkiraKurosawa,",7.7,"Drama,Fantasy",119min,1990
Kal Ho Naa Ho,NikkhilAdvani,7.9,"Comedy,Drama,Musical",186min,2003
Bir Zamanlar Anadoluda,NuriBilgeCeylan,7.8,"Crime,Drama",157min,2011
Duck Soup,LeoMcCarey,7.8,"Comedy,Musical",69min,1933
Tropa de Elite 2: O Inimigo Agora é Outro,JoséPadilha,8,"Action,Crime,Drama",115min,2010
Barfi!,AnuragBasu,8.1,"Comedy,Drama,Romance",151min,2012
C.R.A.Z.Y.,Jean-MarcVallée,7.9,"Comedy,Drama",129min,2005
Rang De Basanti,RakeyshOmprakashMehra,8.1,"Comedy,Crime,Drama",167min,2006
Talvar,MeghnaGulzar,8.1,"Crime,Drama,Mystery",132min,2015
Dom za vesanje,EmirKusturica,8.1,"Comedy,Crime,Drama",142min,1988
A Wednesday,NeerajPandey,8,"Action,Crime,Drama",104min,2008
Vera Drake,MikeLeigh,7.6,"Crime,Drama",125min,2004
Udta Punjab,AbhishekChaubey,7.7,"Action,Crime,Drama",148min,2016
The Magdalene Sisters,PeterMullan,7.7,Drama,114min,2002
Nueve reinas,FabiánBielinsky,7.9,"Crime,Drama,Thriller",114min,2000
Special Chabbis,NeerajPandey,8,"Crime,Drama,Thriller",144min,2013
Pink,AniruddhaRoyChowdhury,8.1,"Crime,Drama,Thriller",136min,2016
Sanjuro,AkiraKurosawa,8,"Action,Drama,Thriller",96min,1962
Le dîner de cons,FrancisVeber,7.6,Comedy,80min,1998
La Grande Illusion,JeanRenoir,8.1,"Drama,War",113min,1937
No Mans Land,DanisTanovic,7.9,"Comedy,Drama,War",98min,2001
Hana-bi,TakeshiKitano,7.7,"Crime,Drama,Romance",103min,1997
Haider,VishalBhardwaj,8.1,"Action,Crime,Drama",160min,2014
Mandariinid,ZazaUrushadze,8.1,"Drama,War",87min,2013
Jean de Florette,ClaudeBerri,8.1,"Comedy,Drama,Western",120min,1986
Roma città aperta,RobertoRossellini,8,"Drama,Thriller,War",103min,1945
Zelig,WoodyAllen,7.7,Comedy,79min,1983
La règle du jeu,JeanRenoir,7.9,"Comedy,Drama",110min,1939
Drishyam 2,JeethuJoseph,8.4,"Crime,Drama,Thriller",152min,2021
Sullivans Travels,PrestonSturges,7.9,"Adventure,Comedy,Drama",90min,1941
Taegukgi hwinalrimyeo,Je-kyuKang,8,"Action,Drama,War",140min,2004
Sholay,RameshSippy,8.1,"Action,Adventure,Comedy",204min,1975
Central do Brasil,WalterSalles,8,Drama,110min,1998
Drishyam,JeethuJoseph,8.3,"Crime,Drama,Thriller",160min,2013
The Muppet Christmas Carol,BrianHenson,7.7,"Comedy,Drama,Family",85min,1992
A Night at the Opera,"SamWood,",7.8,"Comedy,Music,Musical",96min,1935
Joyeux Noël,ChristianCarion,7.7,"Drama,History,Music",116min,2005
Airlift,RajaMenon,7.9,"Action,Drama,History",130min,2016
Hera Pheri,Priyadarshan,8.1,"Action,Comedy,Crime",156min,2000
Andaz Apna Apna,RajkumarSantoshi,8,"Action,Comedy,Romance",160min,1994
The Circus,CharlesChaplin,8.1,"Comedy,Family,Romance",72min,1928
"Swades: We, the People",AshutoshGowariker,8.1,"Drama,Musical",210min,2004
Auf der anderen Seite,FatihAkin,7.7,Drama,122min,2007
M.S. Dhoni: The Untold Story,NeerajPandey,7.9,"Biography,Drama,Sport",184min,2016
Munna Bhai M.B.B.S.,RajkumarHirani,8.1,"Comedy,Drama",156min,2003
Dev.D,AnuragKashyap,7.9,"Comedy,Drama,Romance",144min,2009
Bhaag Milkha Bhaag,RakeyshOmprakashMehra,8.2,"Biography,Drama,Sport",186min,2013
Eskiya,YavuzTurgul,8.1,"Crime,Drama,Thriller",128min,1996
Queen,VikasBahl,8.1,"Adventure,Comedy,Drama",146min,2013
Black,SanjayLeelaBhansali,8.1,Drama,122min,2005
Veer-Zaara,YashChopra,7.8,"Drama,Family,Musical",192min,2004
Hindi Medium,SaketChaudhary,7.8,"Comedy,Drama",132min,2017
Vicky Donor,ShoojitSircar,7.8,"Comedy,Romance",126min,2012
OMG: Oh My God!,UmeshShukla,8.1,"Comedy,Drama,Fantasy",125min,2012
Nefes: Vatan Sagolsun,"LeventSemerci,",7.9,"Action,Drama,Thriller",128min,2009
Kahaani,SujoyGhosh,8.1,"Mystery,Thriller",122min,2012
Baby,NeerajPandey,7.9,"Action,Crime,Thriller",159min,2015
Her Sey Çok Güzel Olacak,ÖmerVargi,8.1,"Comedy,Drama,Thriller",107min,1998
Chak De! India,ShimitAmin,8.1,"Drama,Family,Sport",153min,2007
Paan Singh Tomar,TigmanshuDhulia,8.2,"Action,Biography,Crime",135min,2012
Lage Raho Munna Bhai,RajkumarHirani,8,"Comedy,Drama,Romance",144min,2006
Vizontele,"YilmazErdogan,",8,"Comedy,Drama",110min,2001
Sarfarosh,JohnMathewMatthan,8.1,"Action,Drama,Thriller",174min,1999
Udaan,VikramadityaMotwane,8.1,Drama,134min,2010
English Vinglish,GauriShinde,7.8,"Comedy,Drama,Family",134min,2012
Anand,HrishikeshMukherjee,8.1,"Drama,Musical",122min,1971
